UserID,TimeSpentOnCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,DeviceType,CourseCompletion,EngagementScore,EngagementLevel,CourseCategory_Arts,CourseCategory_Business,CourseCategory_Health,CourseCategory_Programming,CourseCategory_Science
7918,23.371860080863165,12,1,74.71747173615051,60.72715873028089,1,1,29.662176335400524,1,0,0,0,0,1
3267,35.09837657550164,13,6,53.80004944829931,42.34052102368495,1,0,27.12772261808009,1,0,0,0,0,1
4926,74.53035551256862,2,7,79.58932418252478,79.92665079525295,1,1,39.71226124701978,2,0,1,0,0,0
3405,90.28199332772544,19,3,85.757982927004,47.14835242341192,0,0,47.188153677091776,0,0,0,0,1,0
99,96.42768519524566,7,0,70.18434249993251,15.54444396051926,1,0,40.022286085123966,2,0,1,0,0,0
911,11.445850993718908,6,8,82.99278190747742,55.47063348875232,1,0,30.57808775111263,2,0,0,0,0,1
8895,21.12566598815966,7,10,67.06323236445888,5.094871160295811,1,1,28.331589587206405,1,0,0,1,0,0
2218,94.96213323193646,13,8,96.74738134978736,80.8161152568603,1,1,51.34739838668477,0,0,1,0,0,0
3435,87.24751758868146,0,9,60.12098346303216,5.944659811055053,1,0,36.26084820487231,2,0,0,0,0,1
3763,20.012157362341405,1,2,66.3330807982308,43.60312452908891,0,0,24.29211256469069,1,0,0,0,1,0
4190,76.08711898360353,16,10,69.87188422800713,5.123885111849413,1,0,41.137246685450776,0,0,0,1,0,0
8217,89.88527688054053,2,3,89.94464524289667,78.47655174140448,1,0,44.4627434113663,0,0,0,0,1,0
3823,36.58505759204168,13,7,78.47425985306087,85.52357567109635,0,1,35.07758832248577,2,0,0,0,0,1
3275,68.0311152231597,13,0,96.94199526194949,5.1013744565620245,0,0,44.318199318753585,0,0,0,1,0,0
2106,3.34791967027327,8,4,96.54886729714607,27.991879727057057,1,0,32.52728572979301,2,1,0,0,0,0
7257,9.739541103872536,15,1,70.99381544683521,61.79129346746699,0,0,26.78126203274762,1,1,0,0,0,0
8001,31.21067472319168,4,8,72.95086263740637,94.8652576426956,0,1,30.663180241396415,2,0,0,0,1,0
3399,84.69650096837621,15,7,90.25993654537126,44.68531007614127,1,1,47.7333511379191,0,0,0,0,1,0
3108,41.54232954759268,7,2,59.47520889482437,93.94135862944825,0,0,27.490181987013994,1,1,0,0,0,0
8761,3.52919271103881,13,9,85.73436748006172,5.514118167504456,0,1,31.865564932005505,2,1,0,0,0,0
8781,32.63535722496225,10,4,74.75876252080349,70.11965165777208,1,1,31.72199305673425,2,1,0,0,0,0
722,49.57074401392171,10,10,77.69134096892444,18.701011306557454,0,1,37.33013621318324,2,1,0,0,0,0
3062,80.15828576609829,2,5,79.2052751471904,19.13323340332496,1,0,40.05007398205481,2,0,1,0,0,0
3097,45.68233579025563,12,10,91.99174290445994,78.9148654932726,0,1,41.38034331358399,0,1,0,0,0,0
8491,38.49037566996723,17,8,63.13736293025264,78.86536604091218,0,0,32.01947649966989,2,0,0,0,1,0
6314,53.58868062990964,0,3,51.604869763345455,47.47055356057127,1,0,25.96742344238737,1,1,0,0,0,0
6438,56.17716140693022,9,8,97.27643294899131,32.06852075725271,1,1,43.604818937944835,0,0,0,1,0,0
6829,9.858359915259324,8,9,60.66942413444698,25.490091204083157,1,0,24.33533202508077,1,0,0,0,0,1
5191,5.971099024299701,14,9,60.650799169906406,38.471446170986056,1,0,25.01003757534587,1,0,0,1,0,0
4114,94.78114798588702,14,4,87.78225140011364,15.985817563272652,0,1,47.735282057493755,0,0,0,0,1,0
8979,56.227531063889344,18,0,96.62762883560018,64.02928474191076,1,1,43.24924424218013,0,0,0,0,1,0
7288,96.932283386797,2,4,59.31723336318424,27.12688424166274,1,0,36.82298101857873,2,0,0,1,0,0
558,53.218189908451485,3,7,97.00846595291436,93.15020403256344,1,1,41.331813969395576,0,0,0,1,0,0
6635,27.8746056390781,20,9,89.02223857909608,28.45747766359976,0,1,38.844100588762885,2,0,0,0,0,1
993,36.95572324790628,7,4,70.54541633714291,12.21204793660876,1,1,30.545655085766,2,0,0,0,0,1
2822,13.336806563044597,18,1,77.6143296891323,36.65234427163578,1,0,30.104924088087717,1,0,0,0,1,0
1242,14.218039583929135,18,10,91.70042042457573,69.64615576728983,0,1,37.00937325247996,2,0,0,1,0,0
6073,67.7494196011917,7,4,52.168926453753,66.05835423911273,0,1,30.57557346434041,2,0,1,0,0,0
6017,95.93155587967532,12,5,52.04329207292744,59.76003664322449,0,0,37.04066768021979,2,0,0,1,0,0
6123,22.773497069227545,5,2,65.4381647257423,76.96820347037485,1,0,25.440678890183648,1,0,0,1,0,0
4506,53.87606731850069,11,7,87.50740175850824,95.55933224544798,1,1,40.4399126448826,0,0,1,0,0,0
4899,42.09273477177211,9,2,75.59385542726584,43.52847751132492,1,0,32.88484888709873,2,0,0,1,0,0
8938,40.398077268066366,7,4,53.40800298234453,48.79359049157362,1,1,26.024054802955302,1,0,0,1,0,0
4891,65.0337603745606,19,7,74.62656494021554,35.4340401666406,0,1,40.42404634948557,0,0,0,1,0,0
7310,2.346835149616159,4,2,88.32572285678341,61.32818909542181,0,0,28.40014718396593,1,0,1,0,0,0
4045,67.1254398101185,3,10,60.79363236403076,67.46767278561448,1,0,33.81066887503056,2,0,0,0,0,1
2277,32.551028471254334,4,7,50.52054933062579,26.335472838207902,1,0,23.895349924013516,1,0,0,1,0,0
6089,33.221429878985646,10,0,71.02668603641426,69.55960060287876,1,1,29.587863189141693,1,0,0,1,0,0
3329,3.608385887197843,12,6,73.87502611171486,71.4711334471692,0,1,27.25201729321007,1,0,0,1,0,0
3523,81.137847751928,9,4,52.5479188384228,71.03879989153981,1,1,33.55918824687389,2,0,0,1,0,0
2174,75.48784291822726,1,5,51.793778258704506,24.74935070651185,1,0,30.755945202892256,2,1,0,0,0,0
5297,60.93463682338108,20,9,81.58560513375862,29.00188364857853,1,1,42.56391616833618,0,1,0,0,0,0
5485,1.776647202821696,11,7,50.780573331359264,59.4793471672893,0,0,20.043968495915685,1,0,0,0,0,1
1181,55.29169273744926,19,2,81.43226203068515,79.31814212891162,1,1,39.31218330194641,2,0,1,0,0,0
1484,54.17976283879886,9,2,73.66606452746696,35.7469591802418,1,0,34.48217666922388,2,0,0,0,1,0
2556,19.430338538860955,18,6,63.9813173841432,51.22714861350365,1,0,28.511856152237932,1,0,0,0,1,0
3106,36.685839885776296,9,3,97.017835723286,79.00436169083594,0,1,38.61880189642553,2,0,0,1,0,0
4135,15.086335642482648,18,2,77.47082149010794,86.6319592006087,1,0,30.656786862679258,2,0,0,1,0,0
7417,9.880230403817208,2,5,52.14262839320924,42.92665417639105,0,0,19.28122999064987,1,0,0,1,0,0
7376,57.10007792126629,16,1,98.43352614008884,95.64807029994114,0,1,43.76807186785458,0,0,0,1,0,0
5110,22.17836417947205,0,9,68.00077698333658,88.49886056707629,0,0,26.912338647305944,1,0,1,0,0,0
4069,87.55093579174928,9,0,86.94631148227096,89.25673969153371,0,1,43.91306188719616,0,0,0,1,0,0
7560,16.895223265553852,14,9,68.57645327350014,48.34825924315631,0,0,29.354076169849733,1,0,0,1,0,0
5813,90.90507359950244,19,8,78.78184188120731,46.47547351933574,0,1,46.607465812272636,0,1,0,0,0,0
3596,48.76269556773064,17,4,67.40102537778354,41.64978118324392,1,0,34.027592815526575,2,0,0,0,1,0
7467,64.2336174728836,19,7,96.1427774048847,6.182249654034178,1,1,46.73488436658445,0,0,1,0,0,0
8171,1.3345058340328149,8,5,89.37415887109415,49.23327199072878,1,0,30.292458711454152,2,1,0,0,0,0
2981,6.258941795701109,19,5,97.9582268698994,17.25951474329066,0,0,36.28407758419602,2,1,0,0,0,0
345,24.681897715387656,4,10,76.06499391624814,30.62257034545801,1,0,30.982239763644223,2,0,1,0,0,0
6748,18.13941847735042,0,0,62.81103980889195,82.11963631283035,1,0,22.10840726859066,1,0,0,1,0,0
1314,10.056812835035064,10,8,75.4104087518778,25.956530918507347,0,0,28.973348935869648,1,0,0,0,1,0
6719,84.14609769473014,15,5,73.70656958563228,62.54344521952093,1,1,42.1082684607411,0,0,0,0,1,0
5307,9.742959400639204,9,7,62.05238624899021,55.88842511336092,0,0,24.39944856681212,1,1,0,0,0,0
7593,35.96228582597124,4,0,86.88619783111699,73.9792576500326,1,0,33.45907079800992,2,0,1,0,0,0
5817,3.440949514982396,0,6,87.17420880316594,49.40500868803226,0,0,28.451633553646616,1,1,0,0,0,0
6649,25.470299714857244,0,9,51.52728968677454,72.11856514527716,1,0,22.562840854706664,1,0,0,0,0,1
4175,15.344967271427256,6,8,90.62201201982948,63.37961430561173,0,1,33.56869771480575,2,0,0,1,0,0
7581,54.18360976009397,20,6,65.73490412386319,65.10002248370924,0,1,35.75352099397587,2,0,1,0,0,0
2797,14.452728862631826,13,3,99.0132375051274,4.446850551911396,0,0,36.13546244681195,2,0,0,0,1,0
6528,94.65421714056572,4,10,67.77543537154133,3.4368232405588506,0,0,41.090389696764234,0,1,0,0,0,0
589,9.684046530276468,18,0,61.66858157318342,38.78834401380908,0,0,24.383702847404788,1,0,0,0,0,1
318,11.826234407838406,6,2,61.12123409860745,61.65013487721439,1,0,22.40509242299315,1,0,1,0,0,0
1051,89.88178483281057,18,1,73.09700977504747,61.85231898492772,0,1,42.52782420242014,0,0,0,0,0,1
1849,87.28302239010452,15,10,85.9452131673776,43.989207150781965,1,1,47.7445079804321,0,0,0,0,0,1
7463,19.268970022927768,0,6,69.57944029756533,10.806673975007207,0,0,26.022246693396596,1,0,1,0,0,0
8890,13.022818957109124,11,6,75.82772230082863,3.193659352528555,0,0,29.302424102528228,1,0,0,1,0,0
8208,88.99990602599178,11,6,69.62323914564101,91.94907791430668,0,1,41.11695482837082,0,0,1,0,0,0
2446,72.50880566404707,15,7,91.56188149358692,89.70828922039557,1,1,45.93014946760455,0,0,0,0,0,1
7874,15.187693591285456,8,5,51.38141496781508,52.16741693520286,0,0,21.38820933677591,1,1,0,0,0,0
5954,17.9797867671542,6,2,67.17301884593982,71.79811032462091,0,0,25.3282672718697,1,0,1,0,0,0
282,87.26202564168797,3,7,70.86462688673276,95.53449799797215,0,1,39.61655268152366,2,0,0,1,0,0
5126,10.471202332393055,8,9,76.52730196967582,72.84725350098749,1,1,29.203007010733494,1,0,0,1,0,0
8522,29.24110253221175,6,10,76.85944197829933,33.770820881830744,0,1,32.50123104928792,2,0,0,0,1,0
2478,29.445702989537292,7,6,85.18513763219013,26.15809961709488,0,1,34.14576782777375,2,0,1,0,0,0
8839,34.17730240292625,20,6,98.48392741798904,69.34892468921299,0,1,41.977092657923436,0,0,0,0,0,1
5217,26.820034292084856,8,4,84.1227064022452,72.65406916868662,1,1,33.02441809324883,2,0,1,0,0,0
2844,1.68880114302583,5,8,86.52103600402899,18.25010182418236,1,0,29.650295006953343,1,0,0,0,1,0
7584,52.14878567213167,2,7,88.28163858125463,79.30162112492182,0,1,38.29127299536009,2,1,0,0,0,0
3202,99.75386082052768,19,4,70.54991868410816,24.97061485849797,1,1,44.61067055292743,0,1,0,0,0,0
1157,46.99369367948536,0,7,62.524510949444775,57.054908474642495,0,0,29.176218147140798,1,0,0,0,1,0
3066,83.31024557110081,4,1,93.29728091488354,95.83785631215684,0,0,44.18502847726321,0,0,1,0,0,0
7054,52.25632505334176,9,0,86.32073431530327,46.52250129976818,1,0,37.372358804192494,2,0,1,0,0,0
3998,84.48990313430181,0,9,96.16317483383284,84.77026050376995,0,1,46.57713501432418,0,0,0,1,0,0
4030,61.03931977881102,13,6,67.99691586063622,42.08148502477037,1,0,36.05615231837685,2,0,0,0,1,0
1963,55.67000573721081,11,9,89.06386077005743,46.99548634486855,0,1,41.78975926371517,0,0,0,1,0,0
3738,1.5663722226544978,8,4,51.88603763462213,50.95618640651922,0,0,18.80775829046445,1,0,0,0,1,0
7945,89.5445955161506,15,2,98.24105898950305,94.66678069631789,0,1,49.60034488975802,0,0,0,0,1,0
8455,87.74610602003246,20,8,81.89673528609613,36.68965168913999,0,0,47.20331966943468,0,1,0,0,0,0
8214,23.91222641587904,20,10,56.91001466740049,47.89633474805014,1,0,28.777205155078374,1,0,0,1,0,0
8149,74.868899878852,10,1,68.9028814238327,1.1746895223129994,1,0,36.72726640534317,2,0,0,0,1,0
7064,93.969049183815,20,7,83.4137733487016,87.83881742513633,0,1,48.498560857697186,0,0,0,0,1,0
2511,82.1669466051735,14,2,96.60884974587046,40.20975129423328,0,0,47.55270531269236,0,0,1,0,0,0
6128,52.16325887437178,19,4,95.98129001977571,80.38279316053402,1,1,43.67377360331963,0,0,0,0,1,0
5403,35.14402824314515,19,4,63.496014273245166,64.20498938858061,0,1,30.864729365739677,2,0,1,0,0,0
8091,47.13434792094828,18,0,56.7867653791634,60.60176960592657,1,0,29.66021223951971,1,0,0,1,0,0
3260,64.5357650396601,14,9,87.73876955683595,93.15762948059138,0,1,43.6780685741896,0,1,0,0,0,0
4293,4.179855850713633,15,6,64.8875384746979,20.90977296359089,1,0,25.348635595537825,1,0,0,1,0,0
4848,40.62169045834231,12,9,88.8620351658578,9.453955461377006,1,1,39.25051483225896,2,0,0,1,0,0
5952,11.388978852466996,9,9,73.4406909906941,39.978662791044094,0,0,28.672223490652286,1,0,1,0,0,0
6656,4.439472446310367,8,10,98.49116689265024,20.70846545136995,1,0,34.98645510813094,2,0,0,0,0,1
7984,25.499305220632408,4,10,77.37668842546604,8.998963191982668,0,0,31.522881467353645,2,0,0,0,1,0
7837,21.112843798056684,2,4,84.67030688857676,93.70550941381522,0,1,30.781403950223233,2,1,0,0,0,0
4359,9.284417836522035,4,6,78.26216595438746,65.10731742262826,1,0,27.749844996890204,1,1,0,0,0,0
6898,55.01186032779908,18,10,79.45224189908518,97.84185220555266,1,1,40.67780742872939,0,0,0,0,0,1
5090,76.5756771656946,12,8,61.07108933851266,29.016247073068925,0,0,37.10494869137882,2,0,0,0,0,1
1481,58.80196846349352,19,3,83.26468690952731,19.007688415660883,1,0,40.77376039628703,0,0,1,0,0,0
5336,20.943201682933587,1,3,67.4132755485814,39.68213969230292,1,0,25.063758967502466,1,1,0,0,0,0
3992,33.580492151161195,3,8,83.07007991059885,71.55146279627289,1,1,33.89551256038867,2,1,0,0,0,0
4137,7.724694218059798,13,9,96.01446045061697,72.40334894690264,0,1,35.704783094435854,2,0,1,0,0,0
6422,46.23256094326037,3,4,55.67439199764145,88.50579136569165,1,0,26.8341785690793,1,0,0,1,0,0
305,2.2637772252718387,17,9,94.0410334648175,93.38300222934068,0,1,35.049789939994184,2,1,0,0,0,0
3599,70.13301907011545,17,4,64.93440531649782,84.61031400809817,1,1,37.13426502757012,2,1,0,0,0,0
4412,64.31582881135381,2,1,50.11893008067853,55.0337827720627,1,0,27.352528210247243,1,0,0,0,1,0
4886,13.264175964260629,1,6,99.89047277914742,53.35689123375985,0,0,34.26469350731114,2,0,1,0,0,0
8294,89.92764928380763,13,4,64.60157057111489,31.4971932407386,1,1,39.67744804241984,2,0,0,0,1,0
8186,40.43938989028363,10,6,75.39880616220685,46.788351120267926,1,1,33.878732028913106,2,1,0,0,0,0
1568,60.3369916220883,10,6,74.76458656753562,94.36787885429892,1,1,37.27003446223658,2,0,1,0,0,0
901,68.90175123356,15,1,84.79200519299607,33.54557116098081,1,0,41.56991677993962,0,1,0,0,0,0
6549,75.06291387483361,5,2,54.71767736459012,20.181305587600207,1,0,31.636627706847086,2,1,0,0,0,0
7731,21.304281618637383,14,4,67.85519575591739,63.76383569039152,0,1,28.531329418129946,1,1,0,0,0,0
6351,85.88406981842928,14,7,67.04892736996501,34.03748706200561,0,0,40.75381077830677,0,0,1,0,0,0
967,29.50007083014961,17,8,90.0641179243371,30.405649568933125,1,1,38.47924812672806,2,0,0,0,1,0
7769,20.90726535219855,13,0,87.86807382679848,73.03273105093909,1,1,33.113729911435286,2,0,0,0,0,1
7962,77.30213291535003,2,5,60.511294232126986,10.461542637947518,0,0,33.9277721944011,2,1,0,0,0,0
5957,21.04537784999662,8,8,54.64117838806955,46.41868399299827,1,0,24.260521529420256,1,0,0,0,0,1
8011,51.87187856764312,12,9,97.79603459297616,98.1304937721164,1,1,43.95574852006861,0,1,0,0,0,0
3035,17.55238960017957,17,3,56.60612619560328,55.87074126296901,1,0,24.891267986713306,1,1,0,0,0,0
8429,96.6948842341572,16,3,53.19100589266155,6.90697583599097,1,1,37.882380929946756,2,0,0,0,1,0
2424,50.27789979708274,19,5,80.65378558585638,60.60168011369976,0,1,39.01615763923181,2,0,1,0,0,0
312,40.9610227548543,12,10,58.03086465996762,70.47871500043227,0,1,30.34224349386406,2,1,0,0,0,0
8402,17.530413493582845,8,10,87.50647034590921,35.87914070340285,1,0,34.04741553261768,2,0,1,0,0,0
263,89.77790844086671,0,4,95.51006417810171,7.20195123793469,1,0,45.93304277278652,0,0,0,1,0,0
6619,26.03054453335096,19,5,72.35856893002477,73.9667399126054,1,1,32.16306869501061,2,0,1,0,0,0
7339,75.95949591583944,10,8,89.0100800298086,99.75015533375888,0,1,44.91573327379368,0,0,1,0,0,0
5165,50.54899461258477,17,0,96.67524825551548,98.22668880537591,0,1,42.0113935069199,0,0,1,0,0,0
8280,98.87699893648724,19,1,74.2539050023157,17.378650187307965,0,0,44.724031309262415,0,0,0,0,0,1
4043,25.625583362827044,3,3,76.13125861382457,72.77790851215245,0,0,28.981982589456237,1,1,0,0,0,0
2177,85.77222767662947,7,4,85.61544429642566,23.62692095640257,0,1,43.853634270721,0,0,0,0,1,0
5941,44.20839148348817,15,5,88.9432813292398,98.49870694213776,0,1,39.49049486579981,2,0,1,0,0,0
8504,31.20580983099613,7,3,94.27552187882809,86.19518798543506,1,1,36.34970233322773,2,0,1,0,0,0
2084,24.977393309301075,5,10,87.38557626267573,83.44668050654933,0,1,34.66160367447691,2,0,0,0,0,1
931,5.694147977868408,14,9,65.15376834168087,57.99243662687415,1,0,26.311077138520577,1,0,1,0,0,0
6806,1.911361071673656,8,2,69.61580112317624,2.81354124824158,0,0,23.62878532985413,1,0,0,0,0,1
6044,32.034053703476054,12,1,74.90287009827692,51.17855493880601,0,0,31.27699069610876,2,0,0,0,1,0
1982,17.741286141644498,2,1,80.59119755497976,15.681292947329084,0,0,28.110790771989937,1,0,0,0,0,1
3087,9.31616973754194,6,8,51.99012097602919,21.762275540593237,1,0,20.893946845566305,1,0,0,1,0,0
1315,51.87370764304513,6,9,55.68914986902414,7.336565938054019,1,0,29.944012336455366,1,0,0,1,0,0
2138,27.22175952354357,4,10,86.27103530577426,18.567148673432264,0,0,34.50122730597012,2,0,0,0,1,0
1957,95.10860929451788,15,6,85.08620617537736,38.20289909337884,1,1,47.775411525626424,0,0,0,0,0,1
5874,18.53002126967804,16,7,61.5450931986686,66.14472488754824,1,0,27.438931788142625,1,0,0,1,0,0
1833,34.71701780469075,20,9,72.3618967889136,30.77451511814844,1,1,35.077632241518415,2,0,1,0,0,0
2331,92.9730676859633,16,9,82.01487518318757,89.10037963132255,0,1,47.53961473842966,0,0,0,0,1,0
260,20.15127557318181,19,9,96.40301778252824,45.06465913472266,1,1,39.438134937931196,2,0,1,0,0,0
8284,86.7750978229576,8,9,81.11635891459215,53.3306365640841,1,1,44.314425282510015,0,0,1,0,0,0
1427,65.88293674688187,8,1,52.55827868057305,4.229916702820191,0,0,29.74641221861065,1,0,0,0,0,1
1541,43.23259820438494,2,3,74.67740653685766,1.119061395617027,0,0,31.48508963784659,2,0,1,0,0,0
6610,36.15818831626328,11,4,92.99504451915809,38.79256753735103,1,1,38.056987252674816,2,0,1,0,0,0
3242,93.8607986804902,4,7,84.9478703502393,50.07656288003105,1,0,45.259304867560026,0,0,1,0,0,0
1075,59.49632037445159,1,10,53.77946163513258,29.51732752715919,1,0,29.87317615794106,1,0,0,1,0,0
601,33.11938463487156,11,9,67.31472810141982,81.94937898564864,1,1,31.205907664702824,2,1,0,0,0,0
7037,3.356798282575958,18,2,73.98281249937983,76.30678613498885,0,0,27.49906744067762,1,0,1,0,0,0
8875,16.018954934885944,5,3,78.31546522828148,58.14768335421024,1,1,28.368051456763915,1,0,1,0,0,0
2515,30.506209756344237,13,3,77.73009218893688,73.24874359053992,1,1,32.640145412823024,2,0,0,0,0,1
1030,93.75797613696083,11,5,73.43541497914916,11.832285155225698,0,1,42.837060198397694,0,0,0,0,1,0
5995,19.671294195887608,2,4,95.23321460569063,37.35124070664491,1,0,33.69079733696696,2,0,1,0,0,0
6965,6.994673367884799,12,10,71.23054938911004,21.32907023759415,1,0,28.188206022952276,1,1,0,0,0,0
6811,29.185098919867997,13,0,86.45694748476237,12.095744346586844,0,0,34.18040205100495,2,0,1,0,0,0
118,72.51497725564705,18,3,56.5111732759795,43.79468106321828,0,0,34.98604788881032,2,1,0,0,0,0
139,53.13289931638914,10,2,85.42571276294193,71.81642457683691,0,1,38.051635705832624,2,0,1,0,0,0
5137,72.24672863407444,13,8,79.65791476564921,87.40023281042775,1,1,42.13178558382816,0,0,0,0,0,1
2545,27.91421194586566,12,2,62.74921795298175,44.7507492074815,1,0,27.169323536150344,1,0,0,0,0,1
3271,97.31280386632396,13,5,67.49888417111893,10.238124194339647,0,0,42.15596994727399,0,0,0,0,0,1
116,94.8940903986078,10,3,84.51899473146182,27.608672842124705,1,0,45.57663469118795,0,0,0,1,0,0
5656,38.17422689084048,0,7,68.25789271326133,94.95314606862236,1,0,29.308728654329684,1,0,0,1,0,0
6993,47.79798296499262,16,6,99.45658031548152,72.3646022842546,1,1,43.80061102834313,0,0,0,0,1,0
804,92.25094027571448,10,7,58.9871575793124,35.77520503273558,0,0,38.56131652342233,2,0,0,1,0,0
689,20.614943440534127,0,3,64.90926870443323,95.10628096842508,1,0,24.023470430626112,1,0,0,0,1,0
548,55.85177996256086,8,9,95.50051605301778,22.944626993410555,1,1,43.063475209166285,0,0,1,0,0,0
1212,26.53601117190316,18,1,69.06431323729844,79.48989106144786,0,0,29.915775982132097,1,1,0,0,0,0
7656,63.38837133640267,6,6,78.20733735815587,36.03171920258424,0,1,37.93210804799924,2,0,0,0,1,0
5334,66.87507447118715,4,5,93.6114584867073,98.437621146655,0,1,42.44095095082588,0,0,0,0,1,0
4712,72.10556150314714,12,8,91.65622690799164,4.445659843011873,1,1,45.47586914296397,0,0,0,0,0,1
8677,44.97174815893753,9,10,99.58943237206655,41.47876453072497,0,1,42.84174438022872,0,1,0,0,0,0
5682,34.08731404370523,20,8,50.56695291171948,51.3873248116503,0,0,28.145802401382788,1,0,0,0,1,0
8835,7.052625371210137,15,10,58.74270038427077,61.23584171610206,1,1,25.142282682099054,1,0,0,0,0,1
2606,40.51182065618518,7,7,84.13661667109162,43.141739931961865,1,1,36.103112719440816,2,1,0,0,0,0
6566,17.200542291464448,2,7,66.77819237505666,13.70781674983208,0,0,25.5495553249806,1,0,1,0,0,0
4009,90.64140052160415,12,5,95.3946814243713,37.08997504932074,0,1,49.09385652120014,0,0,1,0,0,0
6495,29.205953681134748,11,8,59.94863592874982,26.389538577120387,1,0,28.0116624412292,1,0,1,0,0,0
